mapping,scheduling
[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2][1, 3, 45, 5, 8, 30, 25, 17, 15, 10, 12, 41, 16, 26, 4, 22, 2, 24, 13, 33, 6, 27, 7, 31, 14, 43, 28, 34, 32, 9, 19, 29, 20, 11, 38, 40, 21, 37, 48, 39, 18, 46, 36, 42, 49, 47, 23, 51, 44, 35, 50]
[1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 2, 1][1, 15, 26, 36, 4, 3, 45, 17, 16, 13, 33, 8, 22, 30, 5, 41, 25, 10, 12, 2, 6, 24, 27, 7, 31, 34, 43, 9, 11, 18, 19, 38, 42, 47, 14, 29, 23, 49, 35, 44, 28, 40, 46, 20, 21, 48, 50, 37, 51, 32, 39]
[1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1][1, 8, 3, 10, 30, 25, 4, 45, 12, 36, 15, 26, 5, 41, 13, 2, 33, 24, 17, 34, 6, 27, 7, 43, 14, 28, 32, 23, 35, 20, 9, 29, 11, 21, 37, 16, 48, 31, 44, 22, 39, 18, 19, 38, 46, 42, 40, 47, 49, 50, 51]
[2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2][1, 10, 2, 12, 5, 6, 7, 24, 36, 45, 43, 34, 8, 25, 3, 13, 27, 15, 41, 26, 14, 33, 16, 30, 28, 20, 31, 22, 32, 19, 23, 4, 17, 35, 9, 29, 11, 21, 37, 48, 18, 44, 39, 38, 42, 46, 40, 49, 47, 50, 51]
[2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2][1, 5, 8, 16, 15, 33, 13, 25, 22, 10, 36, 30, 26, 2, 6, 4, 12, 27, 24, 45, 17, 34, 7, 19, 31, 43, 9, 3, 11, 18, 41, 38, 42, 47, 14, 20, 21, 48, 29, 37, 49, 39, 51, 28, 40, 46, 50, 32, 23, 35, 44]
[1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1][1, 10, 8, 2, 6, 13, 12, 24, 7, 34, 27, 4, 15, 33, 43, 17, 45, 36, 19, 26, 30, 25, 9, 16, 22, 31, 5, 14, 29, 28, 23, 35, 32, 3, 20, 11, 38, 41, 44, 21, 48, 40, 46, 42, 49, 37, 39, 47, 50, 51, 18]
[2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2][1, 15, 3, 16, 10, 12, 8, 13, 22, 45, 30, 26, 4, 2, 6, 7, 14, 25, 28, 24, 32, 19, 34, 43, 20, 27, 31, 36, 5, 41, 17, 33, 23, 35, 9, 11, 44, 21, 48, 18, 29, 37, 39, 38, 46, 40, 42, 47, 49, 50, 51]
[2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2][1, 3, 15, 2, 26, 16, 10, 12, 24, 8, 45, 22, 13, 6, 34, 33, 27, 25, 7, 14, 23, 31, 9, 29, 11, 30, 18, 44, 28, 20, 43, 32, 17, 21, 48, 37, 39, 5, 35, 41, 36, 19, 38, 40, 46, 42, 49, 47, 50, 51, 4]
[2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2][1, 2, 13, 16, 5, 6, 7, 8, 25, 27, 3, 22, 10, 43, 12, 31, 17, 14, 24, 19, 45, 28, 9, 20, 32, 11, 23, 38, 34, 44, 18, 35, 46, 30, 15, 21, 48, 29, 41, 37, 39, 33, 40, 36, 42, 26, 47, 51, 50, 49, 4]
[2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2][1, 17, 45, 15, 26, 8, 25, 36, 30, 4, 16, 22, 2, 10, 12, 24, 34, 5, 13, 6, 27, 7, 31, 43, 33, 19, 9, 3, 41, 11, 38, 18, 42, 47, 14, 28, 32, 29, 49, 40, 46, 20, 21, 37, 51, 39, 48, 50, 23, 44, 35]
[2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1][1, 3, 16, 17, 10, 36, 45, 2, 12, 6, 24, 34, 7, 5, 9, 14, 4, 11, 43, 18, 20, 13, 27, 23, 35, 31, 19, 44, 28, 38, 42, 32, 8, 22, 30, 15, 29, 21, 41, 49, 48, 26, 47, 33, 40, 51, 50, 25, 37, 39, 46]
[1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2][1, 13, 16, 8, 22, 45, 25, 10, 12, 17, 15, 26, 2, 30, 24, 6, 7, 34, 19, 27, 31, 14, 33, 43, 9, 36, 29, 28, 20, 5, 23, 32, 35, 4, 3, 11, 41, 21, 44, 37, 39, 18, 48, 38, 40, 46, 42, 49, 47, 50, 51]
[1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2][1, 3, 2, 13, 15, 4, 26, 6, 27, 10, 45, 8, 7, 14, 30, 16, 20, 12, 17, 43, 24, 31, 33, 34, 28, 19, 32, 36, 22, 25, 23, 9, 11, 44, 21, 5, 29, 48, 38, 42, 47, 18, 41, 35, 40, 50, 46, 49, 51, 37, 39]
[2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1][1, 4, 15, 33, 8, 25, 26, 13, 10, 12, 3, 17, 30, 5, 41, 16, 36, 45, 2, 24, 6, 7, 34, 9, 43, 11, 27, 22, 31, 14, 23, 20, 28, 21, 48, 35, 37, 44, 29, 39, 32, 18, 19, 38, 42, 49, 47, 40, 51, 50, 46]
[1, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1][1, 16, 5, 13, 8, 22, 45, 25, 30, 17, 36, 4, 15, 10, 12, 26, 3, 41, 33, 2, 24, 34, 6, 7, 43, 19, 14, 9, 11, 29, 38, 18, 23, 35, 27, 31, 42, 49, 44, 47, 28, 46, 32, 40, 20, 21, 51, 37, 48, 39, 50]
[1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2][1, 45, 3, 36, 4, 13, 16, 2, 6, 27, 17, 10, 12, 7, 31, 43, 24, 34, 8, 22, 9, 11, 18, 15, 30, 33, 14, 28, 29, 32, 26, 20, 19, 21, 38, 40, 48, 23, 42, 44, 47, 50, 51, 25, 46, 37, 39, 5, 35, 41, 49]
[1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2][1, 15, 2, 26, 16, 17, 33, 6, 7, 4, 43, 14, 45, 5, 36, 20, 13, 28, 32, 23, 8, 27, 35, 25, 10, 22, 12, 31, 24, 19, 34, 30, 9, 29, 3, 41, 11, 21, 18, 38, 44, 46, 42, 47, 51, 49, 40, 48, 50, 37, 39]
[2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2][1, 15, 17, 8, 33, 3, 2, 25, 4, 26, 6, 30, 7, 14, 43, 45, 16, 9, 22, 23, 29, 20, 11, 18, 13, 21, 5, 35, 37, 27, 41, 19, 38, 28, 46, 40, 32, 10, 12, 36, 24, 42, 49, 34, 47, 51, 48, 31, 50, 44, 39]
[2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2][1, 5, 15, 26, 3, 2, 6, 7, 43, 19, 33, 9, 13, 27, 11, 18, 38, 8, 41, 45, 14, 29, 28, 40, 20, 30, 32, 25, 23, 46, 4, 36, 17, 35, 21, 37, 16, 42, 22, 10, 12, 31, 44, 39, 24, 47, 49, 51, 34, 48, 50]
[1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1][1, 36, 2, 6, 3, 16, 8, 5, 30, 13, 27, 7, 9, 11, 18, 22, 43, 25, 15, 41, 14, 28, 10, 29, 33, 12, 31, 23, 32, 44, 24, 34, 20, 17, 21, 35, 26, 37, 39, 45, 48, 19, 38, 40, 42, 46, 49, 47, 50, 4, 51]
[2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2][1, 13, 4, 36, 3, 15, 8, 25, 2, 16, 17, 5, 30, 41, 6, 7, 22, 43, 27, 19, 9, 11, 38, 26, 42, 10, 45, 18, 12, 31, 33, 24, 47, 14, 28, 32, 34, 46, 29, 49, 40, 23, 44, 35, 20, 21, 37, 48, 51, 50, 39]
[2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2][1, 2, 8, 17, 16, 4, 22, 15, 26, 33, 10, 12, 24, 34, 13, 5, 36, 30, 45, 25, 6, 27, 7, 9, 31, 14, 23, 35, 28, 32, 29, 20, 43, 3, 41, 19, 11, 38, 42, 47, 49, 46, 44, 21, 51, 48, 40, 50, 37, 39, 18]
[1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1][1, 5, 3, 17, 4, 8, 25, 36, 13, 10, 12, 2, 6, 24, 27, 34, 7, 30, 19, 16, 31, 43, 22, 14, 23, 35, 20, 28, 9, 11, 44, 18, 45, 32, 38, 46, 42, 15, 21, 48, 41, 37, 29, 49, 33, 39, 40, 26, 47, 50, 51]
[1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1][1, 36, 45, 13, 2, 5, 6, 7, 27, 14, 16, 8, 28, 9, 15, 29, 22, 23, 4, 33, 30, 32, 43, 25, 26, 20, 19, 17, 35, 10, 12, 24, 31, 34, 3, 41, 11, 21, 48, 38, 40, 42, 46, 44, 49, 47, 51, 50, 18, 37, 39]
[2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1][1, 13, 16, 10, 8, 12, 2, 5, 22, 4, 3, 6, 27, 24, 7, 31, 34, 25, 15, 41, 26, 19, 43, 9, 11, 18, 38, 33, 30, 36, 42, 47, 14, 29, 49, 28, 20, 46, 40, 45, 32, 17, 21, 51, 48, 50, 37, 39, 23, 44, 35]
[2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1][1, 17, 3, 15, 16, 4, 13, 26, 45, 33, 2, 10, 12, 8, 22, 6, 27, 24, 34, 30, 7, 31, 43, 36, 14, 28, 23, 20, 19, 32, 9, 29, 11, 21, 48, 38, 40, 42, 44, 47, 51, 50, 18, 25, 46, 37, 39, 5, 35, 41, 49]
[1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2][1, 3, 16, 45, 2, 36, 6, 7, 4, 14, 23, 43, 5, 19, 13, 27, 15, 17, 20, 8, 28, 32, 41, 9, 11, 21, 29, 30, 18, 33, 22, 38, 35, 40, 42, 25, 46, 37, 26, 10, 12, 24, 31, 49, 44, 39, 47, 51, 34, 48, 50]
[1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1][1, 5, 2, 6, 7, 43, 16, 14, 20, 3, 9, 11, 18, 4, 23, 8, 19, 15, 29, 25, 41, 36, 22, 38, 33, 26, 30, 17, 35, 45, 13, 27, 42, 21, 37, 28, 40, 46, 10, 32, 12, 31, 39, 24, 34, 49, 44, 47, 48, 50, 51]
[2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1][1, 36, 4, 3, 8, 25, 16, 15, 33, 22, 30, 26, 17, 13, 5, 41, 10, 12, 2, 24, 34, 6, 7, 43, 27, 31, 9, 11, 18, 45, 14, 29, 23, 19, 38, 28, 46, 40, 44, 20, 42, 49, 35, 21, 37, 48, 47, 51, 50, 39, 32]
[2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2][1, 16, 45, 2, 10, 8, 12, 24, 22, 6, 7, 43, 3, 34, 19, 36, 13, 5, 14, 23, 20, 27, 28, 32, 17, 35, 31, 30, 4, 9, 11, 38, 18, 42, 25, 46, 44, 15, 41, 33, 21, 48, 37, 39, 29, 49, 26, 47, 40, 50, 51]
[1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 1][1, 4, 8, 5, 17, 10, 12, 2, 24, 25, 45, 36, 34, 6, 15, 7, 14, 19, 20, 9, 29, 23, 26, 35, 33, 43, 30, 16, 13, 3, 41, 28, 22, 27, 32, 31, 11, 38, 42, 47, 21, 37, 39, 51, 40, 48, 44, 49, 46, 50, 18]
[1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2][1, 5, 4, 2, 13, 15, 33, 17, 45, 6, 16, 10, 27, 26, 7, 12, 24, 36, 9, 3, 11, 43, 18, 14, 31, 34, 20, 21, 28, 29, 48, 23, 32, 44, 35, 8, 25, 41, 37, 30, 22, 39, 19, 38, 42, 49, 40, 47, 50, 51, 46]
[2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2][1, 8, 16, 2, 30, 25, 36, 6, 22, 7, 15, 43, 45, 17, 14, 20, 10, 4, 12, 26, 24, 34, 13, 33, 27, 23, 31, 28, 19, 32, 9, 29, 3, 11, 21, 48, 44, 38, 40, 42, 46, 37, 39, 47, 50, 51, 18, 5, 41, 49, 35]
[2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2][1, 45, 17, 13, 5, 36, 4, 3, 10, 12, 8, 16, 22, 30, 2, 24, 34, 6, 27, 7, 31, 15, 43, 26, 41, 33, 9, 25, 11, 18, 14, 28, 23, 35, 44, 29, 20, 21, 37, 32, 48, 39, 19, 38, 40, 42, 49, 46, 47, 51, 50]
[2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2][1, 10, 45, 36, 5, 17, 12, 2, 24, 34, 15, 13, 3, 16, 26, 6, 27, 4, 7, 31, 43, 14, 9, 28, 11, 19, 23, 35, 18, 44, 32, 29, 38, 42, 8, 25, 47, 22, 41, 46, 20, 30, 21, 48, 49, 37, 39, 33, 40, 51, 50]
